reviews	paper_sections	rebuttal_accept-praise	rebuttal_answer	rebuttal_by-cr	rebuttal_concede-criticism	rebuttal_contradict-assertion	rebuttal_done	rebuttal_followup	rebuttal_future	rebuttal_mitigate-criticism	rebuttal_other	rebuttal_refute-question	rebuttal_reject-criticism	rebuttal_social	rebuttal_structuring	rebuttal_summary
- How many samples did you use from p(theta|x) during training?	DAT_EXP	NOOOOOONNNNNEEEE	"The results show that the CDN objective produces superior results compared to VI and VIB.
"	NOOOOOONNNNNEEEE	"(2) Thank you very much for the pointer to VIB!
"	NOOOOOONNNNNEEEE	"We have added a section in the updated manuscript to compare the objective of CDNs with that used in VIB and VI for Bayesian neural networks (see new Section 4).
.Furthermore, while we  always used 1 sample during training in the original submission (which indeed makes the CDN an instance of VIB) we now added experiments using 10 samples (see Section 6.4) in an experimental analysis of the different objectives.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
1. Experimental settings are clear, however, what makes me confused is that the construction for p_{\bar{d}} is straightforward for simple distribution like 2D points dataset, however, it might be intractable for complex high dimensional data such as images.	DAT_EXP	NOOOOOONNNNNEEEE	"In responding to this comment and the comment of Reviewer #1, we perform one more experiment on CelebA to demonstrate that DSGAN can work well even for complicated images.
.The experiment validates that DSGAN still works well to create complement data for complicate images.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	">>> Experimental settings are clear, however, what makes me confused is that the construction for $p_{\bar{d}}$ is straightforward for simple distribution like 2D points dataset, however, it might be intractable for complex high dimensional data such as images.
.Figure 10 in Appendix G shows generated images and FID for both methods.
"	"In this experiment, we generate the color images of size 64 $\times$ 64.
.Similar to 1/7 experiments on the MNIST dataset, we let $p_{\bar{d}}$ be the distribution of face images with glasses and without glasses, and let $p_{d}$ be images without glasses.
.We sample 10000 images with glasses and 10000 images without glasses from CelebA, and we set $\alpha$ to 0.5.
.In order to verify the generated image quality of DSGAN, we also train a GAN for comparison.
.GAN is trained with the same amount of training images (but only using face images with glasses since GAN is to learn the distribution of training data).
.In other words, we assume GAN can use complement data as training data directly.
.On the contrary, DSGAN only uses complement data indirectly (the difference between $p_{\bar{d}}$ and $p_d$).
.We can see that our DSGAN can generate images with glasses from the given $p_d$ and $p_{\bar{d}}$, and the FID of DSGAN are comparable to that of GAN.
"
- There is no motivations for the use of $\lambda >1$ neither practical or theoretical since the results are only proven for $\lambda =1$ whereas the experiments are done with \lambda = 5,20 or 30.	RES_EXP	NOOOOOONNNNNEEEE	"Indeed, theoretically we can only prove for $\lambda$ = 1 case.
.Yet we found that larger \lambda brings us more speedup.
.Intuitively speaking, using lambda>1 is essentially a “relax and tighten” step by first relax the constraint to make the problem easier, and then tighten it back to the real constraint.
.The “relax and tighten” idea has been widely used in constrained optimization, and in this paper we adapted this idea into Frank-Wolfe algorithm to make it even faster.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We have added further empirical evidence (performance comparison of our method with different \lambda in Figure 1 in the revised paper) to justify it.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"3
..
"	NOOOOOONNNNNEEEE
Furthermore, in experiments, the paper does not provide any quantitatively convincing results to suggest the generator in use is a good one.	RES_EXP	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Response: Measuring the reconstruction accuracy (of goodness of the
.generator)
.is difficult, as each measure has its own flaws.
.For instance,
.Norm measures are sensitive to translations in the image.
"	NOOOOOONNNNNEEEE	"Comment: One of the problems highlighted in the paper regarding existing
.explanation modalities is the use of another black-box to explain the
.decisions of an existing deep network (also somewhat of a black-box) which
.the authors claim their model does not suffer from.
.Comment: The paper does not provide any quantitatively convincing results
.to suggest the generator in use is a good one.
"	NOOOOOONNNNNEEEE
- I'm not sure we can conclude much from the results on fetchSlide (and it would make sense not to use the last set of parameters but the best one encountered during training)	RES_EXP	NOOOOOONNNNNEEEE	"- In the FetchSlide environment, the best-learned policy of CDP outperforms the baselines and PER, as shown in Table 1.
.Yes, we did not use the last set of parameters but used the best one encountered during training, as described in Section 4 “Experiments”: “After training, we use the best-learned policy as the final policy and test it in the environment.
.The testing results are the final mean success rates.“
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
If the test set is not shuffled (by emphasis on first I assume not) these images are from training NIST (cleaner) set and may not include samples of all digits.	DAT	NOOOOOONNNNNEEEE	"This should avoid placing too much emphasis on the cleaner images in the beginning of the MNIST test set.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We have now evaluated the adversarial resistance throughout the article for 1000 images randomly selected from the 10000 MNIST test images.
.Fig. 3 and other evaluations have been updated for the new test set.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
One observation from the submission is that the token set may need to very large (from tens of thousands to millions) for the system to work well, making the BERT training computationally expensive (I noticed that the BERT model is trained on 128 GPUs)	DAT	NOOOOOONNNNNEEEE	"Here we focus on a new quantization method evaluated via downstream performance in phone and speech recognition settings by employing models that worked well (and were extensively tuned) in NLP contexts.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We agree that it would be interesting to perform an in-depth analysis on the embeddings learned by BERT and we will investigate this in future work.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Our BERT vocabulary sizes (13.5k for the gumbel version and 23k for the k-means version) compare favorably to the setups commonly used in NLP where vocabularies are double or triple of our sizes.
"	NOOOOOONNNNNEEEE	">> 1.
.[...]
.One observation from the submission is that the token set may need to be very large (from tens of thousands to millions) for the system to work well, making the BERT training computationally expensive [...] I think some more motivation or exploration (what kind of information did BERT learn) is needed to understand why that is the case.
"	NOOOOOONNNNNEEEE
3. One concern I have with discrete representation is how robust they are wrt different dataset.	DAT	NOOOOOONNNNNEEEE	"However we note that representations transfer at least well across datasets from the “clean speech” domain: vq-wav2vec and BERT is only trained on Librispeech and never tuned on TIMIT/WSJ.
"	NOOOOOONNNNNEEEE	"We agree that an ablation study on robustness of the embeddings across different datasets would be very interesting.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Here we are mostly focusing on relatively clean data (WSJ, TIMIT, Librispeech) following the original wav2vec paper but we would be interested in exploring robustness in the future.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	">> 3. One concern I have with discrete representation is how robust they are wrt different dataset.
"	NOOOOOONNNNNEEEE
1. The dataset is adversarially filtered using BERT and GPT, which gives deep learning model a huge disadvantage. After all, the paper says BERT scores 88% before the dataset is attacked.	DAT	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"While BERT originally achieved high performance on the originally collected dataset, several recent studies [1][2][3][4] have found the presence of annotation artifacts in crowdsourced data that inadvertently leak information about the target label.
.This subsequently leads to overestimation of the performance of AI systems on end tasks.
.Our adversarial filtering (AF) algorithm aims to address the problem of overestimation of performance.
.In spite of targeting GPT/BERT during AF, human performance on the AF resulting dataset is still high.
.The significant gap between human and BERT performance leaves scope for inventing new methods for abductive reasoning.
"	NOOOOOONNNNNEEEE	"Adversarially filtering using BERT and GPT gives deep learning models a disadvantage:
"	NOOOOOONNNNNEEEE
Why does it go to nearly zero around x = 0, while being higher in surrounding regions with more data?	DAT	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"(a) Thanks for catching this. Indeed this was due to a bug in the toy regression experiment which we have fixed now.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
"Note: after reading the comments updated by authors, I remain my opinions: even though exact meta-testing data is unseen during training, the domain is seen during training, and therefore it cannot be qualified for being ""meta domain adaptation""."	DAT	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
- in section 4.3, there is no guarantee that the intersection between the training set and test set is empty.	DAT	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Yes, in theory that is true, but in practice this is negligible: the total number of possible triplets is about 10^9. So the likelihood that two sets of size 1000 intersect is close to 0.
"	NOOOOOONNNNNEEEE	"- ""in section 4.3, there is no guarantee that the intersection between the training set and the test set is empty.""
"	NOOOOOONNNNNEEEE
Optimizing compression rates should be done on the training set with a separate development set.	DAT	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Thanks for pointing this out.
.We agree that optimizing compression rates should not use the test set before the best compression scheme is selected.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Optimizing compression rates should be done on the training set with a separate development set.
.We believe that this is the Reviewer 1's core question so would like to justify our results more in detail in this response and try to convince the Reviewer.
.The accuracy results are as shown in the following table.
.----------------------------------------------------------------------------------
.------------------------------  ---------------------------
.---------------------
.----------------------------------------------------------------------------------
"	"In fact, in case of PTB and Wikitext-2 corpus, we already used the provided validation set and measured the test PPW only once after training (Table 2) in the original manuscript.
.From the Table 2, we can see that our proposed scheme maintains the accuracy of the uncompressed baseline network.
.On the other hand, the CIFAR-10 dataset does not include a separate validation set, so we had to use the test set in the retraining process.
.To avoid using the test set in the retraining process as the Reviewer pointed out, we randomly selected 5K validation images among the original 50K training images in CIFAR-10 dataset, and applied our scheme.
.Then, we observed the training and validation accuracy at each training epoch, and measured the test accuracy once after training.
.Note the compression rates are the same as the data in Table 3 in the original manuscript.
.Compression scheme   Validation Error (%)    Test Error (%)
.Baseline
.11.5                         12.2
.Pruning [1]                         11.4                         12.2
.VWM (Ours)
.11.4                         12.4
.The test accuracy in the above table is about 1 % less than the accuracy which we reported in the originally submitted manuscript because the number of training data was decreased as part of the data set is used as a validation set.
.However, the results show that our proposed method does not make the network be overfitted to test data as the Reviewer doubted because the difference between the accuracy for validation set and test set are consistent with the values from the previous works.
.Note that even the uncompressed baseline network exhibits similar accuracy difference between the validation error and the test error compared with the compressed networks.
.Therefore, we believe that our proposed compression method does not suffer from the concerned overfitting problem regardless of the types of neural networks or dataset.
"
The test set should not used before the best compression scheme is selected.	DAT	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Thanks for pointing this out.
.We agree that optimizing compression rates should not use the test set before the best compression scheme is selected.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"The test set should not used before the best compression scheme is selected.
.We believe that this is the Reviewer 1's core question so would like to justify our results more in detail in this response and try to convince the Reviewer.
.The accuracy results are as shown in the following table.
.----------------------------------------------------------------------------------
.------------------------------  ---------------------------
.---------------------
.----------------------------------------------------------------------------------
"	"In fact, in case of PTB and Wikitext-2 corpus, we already used the provided validation set and measured the test PPW only once after training (Table 2) in the original manuscript.
.From the Table 2, we can see that our proposed scheme maintains the accuracy of the uncompressed baseline network.
.On the other hand, the CIFAR-10 dataset does not include a separate validation set, so we had to use the test set in the retraining process.
.To avoid using the test set in the retraining process as the Reviewer pointed out, we randomly selected 5K validation images among the original 50K training images in CIFAR-10 dataset, and applied our scheme.
.Then, we observed the training and validation accuracy at each training epoch, and measured the test accuracy once after training.
.Note the compression rates are the same as the data in Table 3 in the original manuscript.
.Compression scheme   Validation Error (%)    Test Error (%)
.Baseline
.11.5                         12.2
.Pruning [1]                         11.4                         12.2
.VWM (Ours)
.11.4                         12.4
.The test accuracy in the above table is about 1 % less than the accuracy which we reported in the originally submitted manuscript because the number of training data was decreased as part of the data set is used as a validation set.
.However, the results show that our proposed method does not make the network be overfitted to test data as the Reviewer doubted because the difference between the accuracy for validation set and test set are consistent with the values from the previous works.
.Note that even the uncompressed baseline network exhibits similar accuracy difference between the validation error and the test error compared with the compressed networks.
.Therefore, we believe that our proposed compression method does not suffer from the concerned overfitting problem regardless of the types of neural networks or dataset.
"
1. [The claim] One of my concerns for this paper is the assumption of the factorized latent variables from multimodal data.	DAT	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"The factorization of latent space with respect to the modalities provides a way to differentiate observed and unobserved modalities.
.Therefore, VSAE is capable of handling partially-observed data where the missing modalities can be arbitrary.
.In addition, the embeddings are intuitively more meaningful as input to unimodal encoders is now limited to only observed modalities, eliminating the effect of missing modalities.
.When performing imputation/generation, however, we want to capture the dependencies between modalities.
.In other words, unobserved modalities should be imputed based on the information extracted from observed modalities.
.For experiments, we design this by conditioning decoders on all latent variables, essentially accessing information from all observed modalities.
.This is not in contradiction to the factorized latent variable assumption.
.Instead, the encoders try to embed each modalities individually, while decoders learn the dependencies between different modalities.
"	NOOOOOONNNNNEEEE	"(1) Factorized Latent Variables:
"	NOOOOOONNNNNEEEE
First, I consider the tabular features as multi-feature data and less to be the multimodal data.	DAT	NOOOOOONNNNNEEEE	"In general, we believe multi-modal data is more general than conventional image-text or video-text pairs.
.By unifying tabular data also as multi-modal (with each attribute as one modality), we show that VSAE provides us a principled way for imputation, capable of generalizing to more data families.
.Specifically, we conducted experiments on two types of data:
"	NOOOOOONNNNNEEEE	"We apologize for unclear description of experimental settings.
"	NOOOOOONNNNNEEEE	"Upon request, we have included more extensive experiments following [1] on MNIST/FashionMNIST, and [2] on CMU-MOSI/ICT-MMMO.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"(2) Multimodal Experiments:
.Results are reported in Table 10 and Table 11 (Appendix C.5).
"	"(1) low-dimensional tabular data, and (2) high-dimensional data (pixel or text) as ""multimodal"" to better define the overall task of learning from partially-observed data.
.As shown, VSAE consistently outperforms baseline models across the added experiments as well.
"
